Player,PlayerID,URLs,Pos,Age,Tm,G,GS,MP,MP/G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,OWS,DWS,WS,WS/48,atTwitter,twitter
Ersan Ilyasova,\ilyaser01,http://www.basketball-reference.com/players/i/ilyaser01.html,PF,29,PHI,53,40,1447,27.3,5.4,12.2,0.44,2,5.6,0.359,3.4,6.6,0.509,0.522,2.1,2.7,0.768,1.3,4.6,5.9,1.8,0.6,0.3,1.5,2.5,14.8,15.3,1.4,1.3,2.6,0.087,NA,NA
Ersan Ilyasova,\ilyaser01,http://www.basketball-reference.com/players/i/ilyaser01.html,PF,29,ATL,21,9,526,25,3.5,8.3,0.423,1.3,3.4,0.394,2.2,5,0.442,0.503,2,2.6,0.796,1.5,4.2,5.7,1.6,0.9,0.3,1.3,2.9,10.4,13.6,0.5,0.8,1.3,0.117,NA,NA
Joe Ingles,\inglejo01,http://www.basketball-reference.com/players/i/inglejo01.html,SF,29,UTA,78,22,1848,23.7,2.4,5.4,0.454,1.5,3.3,0.444,1,2.1,0.469,0.591,0.6,0.8,0.742,0.3,2.9,3.1,2.6,1.2,0.1,1.2,2,7,12.6,2.1,2.9,5,0.129,@Joeingles7,Joeingles7
Brandon Ingram,\ingrabr01,http://www.basketball-reference.com/players/i/ingrabr01.html,SF,19,LAL,75,36,2166,28.9,3.4,8.4,0.406,0.7,2.4,0.297,2.7,6,0.451,0.449,1.7,2.7,0.623,0.7,3.3,4,2,0.5,0.5,1.4,2,9.2,8.4,-0.7,0.5,-0.3,-0.006,@B_Ingram13,B_Ingram13
Kyrie Irving,\irvinky01,http://www.basketball-reference.com/players/i/irvinky01.html,PG,24,CLE,70,70,2447,35,9.2,19.7,0.47,2.4,6.1,0.395,6.8,13.6,0.504,0.531,4.1,4.6,0.906,0.7,2.5,3.2,5.8,1.2,0.4,2.5,2.2,25,22.8,7,1.5,8.6,0.168,@KyrieIrving,KyrieIrving
Jarrett Jack,\jackja01,http://www.basketball-reference.com/players/j/jackja01.html,PG,33,NOP,2,0,33,16.5,1,1.5,0.667,0,0.5,0,1,1,1,0.667,1,1,1,0,0,0,2.5,1,0,1.5,1.5,3,8.2,0,0,0,0.061,@Jarrettjack03,Jarrettjack03
Demetrius Jackson,\jacksde01,http://www.basketball-reference.com/players/j/jacksde01.html,PG,22,BOS,5,0,17,3.4,0.6,0.8,0.75,0.2,0.2,1,0.4,0.6,0.667,0.875,0.6,1.2,0.5,0.4,0.4,0.8,0.6,0,0,0,0,2,30.9,0.1,0,0.1,0.387,@D_Jay11,D_Jay11
Pierre Jackson,\jackspi01,http://www.basketball-reference.com/players/j/jackspi01.html,PG,25,DAL,8,1,84,10.5,1.6,4.9,0.333,0.4,1.4,0.273,1.3,3.5,0.357,0.372,0.8,0.9,0.857,0.1,1,1.1,2.4,0.3,0,0.4,0.6,4.4,13.1,0,0.1,0,0.023,@PAPPYGAWD,PAPPYGAWD
Reggie Jackson,\jacksre01,http://www.basketball-reference.com/players/j/jacksre01.html,PG,26,DET,52,50,1424,27.4,5.5,13,0.419,1.3,3.5,0.359,4.2,9.5,0.442,0.468,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,14.9,0.7,1.2,1.9,0.065,@Reggie_Jackson,Reggie_Jackson
LeBron James,\jamesle01,http://www.basketball-reference.com/players/j/jamesle01.html,SF,32,CLE,72,72,2706,37.6,9.9,18.2,0.545,1.7,4.7,0.362,8.2,13.5,0.609,0.592,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.3,27,9.5,3,12.5,0.221,@KingJames,KingJames
Al Jefferson,\jeffeal01,http://www.basketball-reference.com/players/j/jeffeal01.html,C,32,IND,66,1,931,14.1,3.6,7.1,0.499,0,0,0,3.6,7.1,0.5,0.499,1,1.3,0.765,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,18.9,1.2,1,2.3,0.117,NA,NA
Richard Jefferson,\jefferi01,http://www.basketball-reference.com/players/j/jefferi01.html,SF,36,CLE,75,13,1533,20.4,2,4.4,0.453,0.8,2.4,0.341,1.2,2.1,0.584,0.545,1,1.3,0.733,0.3,2.2,2.5,1,0.3,0.1,0.6,1.9,5.8,8.4,1.4,0.8,2.1,0.066,NA,NA
John Jenkins,\jenkijo01,http://www.basketball-reference.com/players/j/jenkijo01.html,SG,25,PHO,4,0,13,3.3,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,0.5,1,0,0.3,0.3,0.3,0,0,0,0,1.8,17.3,0,0,0,0.167,@JohnnyCashVU23,JohnnyCashVU23
Brandon Jennings,\jennibr01,http://www.basketball-reference.com/players/j/jennibr01.html,PG,27,TOT,77,11,1711,22.2,2.4,6.6,0.368,1,3.1,0.322,1.4,3.5,0.409,0.444,1.5,1.9,0.753,0.4,2.1,2.4,4.9,0.8,0.1,1.6,1.4,7.4,12.4,0.9,0.9,1.8,0.052,@brandonjennings,brandonjennings
Brandon Jennings,\jennibr01,http://www.basketball-reference.com/players/j/jennibr01.html,PG,27,NYK,58,11,1428,24.6,2.8,7.4,0.38,1.2,3.4,0.34,1.6,3.9,0.415,0.459,1.8,2.3,0.756,0.4,2.2,2.6,4.9,0.9,0.1,1.8,1.4,8.6,12.6,0.8,0.7,1.5,0.051,@brandonjennings,brandonjennings
Brandon Jennings,\jennibr01,http://www.basketball-reference.com/players/j/jennibr01.html,PG,27,WAS,19,0,283,14.9,1.3,4.3,0.305,0.5,2.2,0.238,0.8,2.1,0.375,0.366,0.6,0.8,0.733,0.4,1.5,1.9,4.7,0.5,0,1,1.3,3.7,11.5,0.1,0.2,0.3,0.052,@brandonjennings,brandonjennings
Jonas Jerebko,\jerebjo01,http://www.basketball-reference.com/players/j/jerebjo01.html,PF,29,BOS,74,6,1192,16.1,1.5,3.4,0.436,0.6,1.7,0.333,0.9,1.7,0.535,0.518,0.3,0.4,0.758,0.7,2.7,3.5,0.9,0.4,0.2,0.5,1.6,3.8,9.1,0.7,1.3,1.9,0.078,@JonasJerebko,JonasJerebko
Amir Johnson,\johnsam01,http://www.basketball-reference.com/players/j/johnsam01.html,PF,29,BOS,77,74,1551,20.1,2.7,4.6,0.579,0.3,0.8,0.403,2.4,3.8,0.616,0.614,0.8,1.2,0.663,1.5,3.1,4.6,1.7,0.6,0.8,1,2.6,6.5,15.1,2.8,2,4.8,0.15,@IamAmirJohnson,IamAmirJohnson
Brice Johnson,\johnsbr02,http://www.basketball-reference.com/players/j/johnsbr02.html,PF,22,LAC,2,0,7,3.5,0.5,2,0.25,0,0,NA,0.5,2,0.25,0.25,0,0,NA,0.5,1,1.5,0.5,0.5,0.5,0.5,0,1,14.3,-0.1,0,0,-0.159,@bjohnson_23,bjohnson_23
James Johnson,\johnsja01,http://www.basketball-reference.com/players/j/johnsja01.html,PF,29,MIA,72,1,1937,26.9,4.8,9.9,0.482,1.2,3.3,0.359,3.6,6.6,0.543,0.542,2,2.8,0.705,0.8,3.9,4.8,3.5,1,1.1,2.2,2.5,12.6,17.2,1.9,2.9,4.8,0.12,@IamJJ3,IamJJ3
Joe Johnson,\johnsjo02,http://www.basketball-reference.com/players/j/johnsjo02.html,SF,35,UTA,74,14,1742,23.5,3.4,7.9,0.429,1.3,3.2,0.391,2.1,4.7,0.455,0.509,0.8,1,0.833,0.4,2.7,3.1,1.8,0.4,0.2,0.9,1.2,8.8,12.1,1.3,2.1,3.4,0.093,NA,NA
Stanley Johnson,\johnsst04,http://www.basketball-reference.com/players/j/johnsst04.html,SF,20,DET,73,0,1269,17.4,1.6,4.6,0.359,0.5,1.9,0.277,1.1,2.6,0.42,0.418,0.5,0.7,0.667,0.5,2,2.5,1.3,0.7,0.3,0.9,1.6,4.3,7.3,-1.4,1.7,0.3,0.013,@iAmSJ,iAmSJ
Tyler Johnson,\johnsty01,http://www.basketball-reference.com/players/j/johnsty01.html,PG,24,MIA,69,0,2063,29.9,4.9,11.4,0.433,1.2,3.4,0.366,3.7,8,0.462,0.488,2.6,3.4,0.766,0.7,3.3,4,3.2,1.2,0.6,1.2,2.4,13.7,16,2.9,2.6,5.5,0.128,@RealTJohnson,RealTJohnson
Wesley Johnson,\johnswe01,http://www.basketball-reference.com/players/j/johnswe01.html,SF,29,LAC,65,3,776,11.9,1.1,3,0.37,0.4,1.7,0.259,0.6,1.2,0.525,0.445,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.3,2.8,8.7,-0.2,1.1,0.9,0.055,NA,NA
Nikola Jokic,\jokicni01,http://www.basketball-reference.com/players/j/jokicni01.html,C,21,DEN,69,55,1918,27.8,6.7,11.7,0.576,0.6,1.9,0.318,6.1,9.8,0.625,0.602,2.4,3,0.824,3,6.8,9.8,4.9,0.8,0.7,2.3,2.9,16.5,26.2,7.3,1.7,8.9,0.224,@NJokic15,NJokic15
Damian Jones,\jonesda03,http://www.basketball-reference.com/players/j/jonesda03.html,C,21,GSW,9,0,66,7.3,0.7,1.4,0.462,0,0,NA,0.7,1.4,0.462,0.462,0.3,0.9,0.375,1,0.8,1.8,0,0.1,0.2,0.6,1.3,1.7,4.8,-0.1,0.1,0,0.013,@dameology,dameology
Derrick Jones,\jonesde02,http://www.basketball-reference.com/players/j/jonesde02.html,SF,19,PHO,29,7,463,16,1.9,3.3,0.577,0,0.2,0.143,1.9,3.1,0.611,0.582,0.7,1,0.679,1.1,1.3,2.3,0.3,0.3,0.4,0.3,1.9,4.6,11,0.7,0.2,0.9,0.089,@TheRea1DJones,TheRea1DJones
James Jones,\jonesja02,http://www.basketball-reference.com/players/j/jonesja02.html,SF,36,CLE,46,2,343,7.5,0.9,1.7,0.539,0.7,1.2,0.556,0.2,0.5,0.5,0.737,0.2,0.4,0.647,0,0.7,0.7,0.3,0.2,0.2,0.2,0.8,2.7,12.7,0.7,0.2,0.9,0.132,NA,NA
Terrence Jones,\joneste01,http://www.basketball-reference.com/players/j/joneste01.html,PF,25,TOT,54,12,1270,23.5,4.3,9.1,0.47,0.4,1.4,0.253,3.9,7.7,0.51,0.49,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1,0.9,1.2,10.8,16.1,0.4,1.9,2.3,0.089,@TerrenceJones1,TerrenceJones1
Terrence Jones,\joneste01,http://www.basketball-reference.com/players/j/joneste01.html,PF,25,NOP,51,12,1264,24.8,4.5,9.6,0.473,0.4,1.5,0.253,4.2,8.1,0.513,0.493,2,3.3,0.606,1.3,4.7,5.9,1.1,0.8,1,0.9,1.3,11.5,16.2,0.5,1.9,2.4,0.09,@TerrenceJones1,TerrenceJones1
Terrence Jones,\joneste01,http://www.basketball-reference.com/players/j/joneste01.html,PF,25,MIL,3,0,6,2,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,0,0.3,0.3,0,0,0,1.5,-0.1,0,0,-0.313,@TerrenceJones1,TerrenceJones1
Tyus Jones,\jonesty01,http://www.basketball-reference.com/players/j/jonesty01.html,PG,20,MIN,55,0,700,12.7,1.2,3,0.402,0.4,1.2,0.338,0.8,1.7,0.448,0.473,0.6,0.7,0.775,0.2,0.9,1.1,2.5,0.8,0.1,0.6,0.8,3.4,13.3,0.8,0.5,1.3,0.089,@Tyusjones06,Tyusjones06
DeAndre Jordan,\jordade01,http://www.basketball-reference.com/players/j/jordade01.html,C,28,LAC,78,78,2474,31.7,5,7,0.712,0,0,0,5,7,0.714,0.712,2.6,5.3,0.487,3.6,10.1,13.7,1.2,0.6,1.7,1.5,2.6,12.6,21.5,6.7,4.4,11.1,0.215,@DeAndre,DeAndre
Cory Joseph,\josepco01,http://www.basketball-reference.com/players/j/josepco01.html,SG,25,TOR,77,22,1945,25.3,3.8,8.3,0.455,0.6,1.7,0.351,3.2,6.6,0.481,0.491,1.2,1.6,0.767,0.6,2.4,3,3.3,0.8,0.2,1.4,1.8,9.4,13.2,1.7,1.6,3.3,0.081,@Cory_Joe,Cory_Joe
Frank Kaminsky,\kaminfr01,http://www.basketball-reference.com/players/k/kaminfr01.html,C,23,CHO,72,16,1881,26.1,4.3,10.7,0.406,1.6,4.8,0.338,2.7,5.9,0.46,0.481,1.6,2.1,0.76,0.8,3.8,4.6,2.1,0.7,0.5,1,1.9,11.9,13.5,0.7,1.9,2.6,0.066,@FSKPart3,FSKPart3
Enes Kanter,\kanteen01,http://www.basketball-reference.com/players/k/kanteen01.html,C,24,OKC,68,0,1458,21.4,5.6,10.2,0.552,0.1,0.5,0.135,5.5,9.6,0.576,0.556,3.1,3.9,0.792,2.6,4.1,6.7,0.9,0.5,0.6,1.7,2.1,14.4,23.8,3.9,1.8,5.7,0.187,@Enes_Kanter,Enes_Kanter
Ryan Kelly,\kellyry01,http://www.basketball-reference.com/players/k/kellyry01.html,PF,25,ATL,14,0,69,4.9,0.3,1.1,0.267,0.1,0.4,0.333,0.1,0.6,0.222,0.333,0.2,0.3,0.75,0,0.9,0.9,0.4,0.3,0.1,0.2,0.3,0.9,6.7,-0.1,0.1,0,0.02,@RyanKelly34,RyanKelly34
Michael Kidd-Gilchrist,\kiddgmi01,http://www.basketball-reference.com/players/k/kiddgmi01.html,SF,23,CHO,78,78,2274,29.2,3.6,7.6,0.48,0,0.1,0.111,3.6,7.4,0.485,0.481,1.9,2.4,0.784,1.9,5.1,7,1.4,1,0.9,0.7,2.3,9.1,14.2,2.7,3.1,5.7,0.12,@MKG14,MKG14
Sean Kilpatrick,\kilpase01,http://www.basketball-reference.com/players/k/kilpase01.html,SG,27,BRK,70,24,1754,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,6.1,0.468,0.486,2.9,3.5,0.843,0.3,3.7,4,2.2,0.7,0.1,1.9,1.7,13.1,13.1,0.4,1.1,1.5,0.04,@SeanKilpatrick,SeanKilpatrick
Brandon Knight,\knighbr03,http://www.basketball-reference.com/players/k/knighbr03.html,SG,25,PHO,54,5,1140,21.1,3.9,9.7,0.398,0.8,2.6,0.324,3,7.1,0.425,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11,12.3,0.1,0.2,0.3,0.014,@Goodknight11,Goodknight11
Kyle Korver,\korveky01,http://www.basketball-reference.com/players/k/korveky01.html,SG,35,TOT,63,22,1659,26.3,3.6,7.7,0.467,2.4,5.3,0.452,1.2,2.3,0.5,0.624,0.5,0.6,0.892,0.1,2.6,2.7,1.7,0.5,0.3,1.1,1.6,10.1,12,2.2,1.3,3.4,0.1,@KyleKorver,KyleKorver
Kyle Korver,\korveky01,http://www.basketball-reference.com/players/k/korveky01.html,SG,35,ATL,32,21,894,27.9,3.4,7.7,0.441,2,5,0.409,1.3,2.7,0.5,0.573,0.8,0.8,0.889,0,2.8,2.8,2.3,0.7,0.4,1.3,1.5,9.5,10.9,0.7,0.9,1.6,0.088,@KyleKorver,KyleKorver
Kyle Korver,\korveky01,http://www.basketball-reference.com/players/k/korveky01.html,SG,35,CLE,31,1,765,24.7,3.8,7.7,0.494,2.8,5.7,0.492,1,2,0.5,0.676,0.3,0.3,0.9,0.2,2.4,2.6,1,0.4,0.2,0.9,1.8,10.7,13.4,1.4,0.4,1.8,0.113,@KyleKorver,KyleKorver
Kosta Koufos,\koufoko01,http://www.basketball-reference.com/players/k/koufoko01.html,C,27,SAC,71,62,1419,20,3,5.5,0.551,0,0,0,3,5.5,0.552,0.551,0.5,0.9,0.613,1.7,4,5.7,0.7,0.5,0.7,0.9,2.4,6.6,13.8,1.2,1.5,2.7,0.09,@kostakoufos,kostakoufos
Mindaugas Kuzminskas,\kuzmimi01,http://www.basketball-reference.com/players/k/kuzmimi01.html,SF,27,NYK,64,5,937,14.6,2.2,5.2,0.424,0.8,2.4,0.331,1.4,2.8,0.506,0.502,0.8,1,0.803,0.7,1.2,1.8,1,0.5,0.2,0.7,1.2,6,12.4,0.8,0.4,1.2,0.061,@Mkuzminskas,MKuzminskas
Skal Labissiere,\labissk01,http://www.basketball-reference.com/players/l/labissk01.html,PF,20,SAC,29,8,489,16.9,3.2,6.1,0.522,0.1,0.2,0.333,3.1,5.9,0.529,0.528,1.3,1.9,0.679,1.6,3.4,4.9,0.7,0.4,0.3,1.2,1.8,7.8,15.8,0.3,0.5,0.7,0.072,NA,NA
Jeremy Lamb,\lambje01,http://www.basketball-reference.com/players/l/lambje01.html,SG,24,CHO,59,5,1065,18.1,3.5,7.7,0.457,0.7,2.3,0.289,2.8,5.4,0.528,0.5,1.7,2,0.84,0.4,3.8,4.2,1.2,0.4,0.4,0.6,1.6,9.4,16.6,1.2,1.3,2.5,0.113,NA,NA
Nicolas Laprovittola,\laproni01,http://www.basketball-reference.com/players/l/laproni01.html,PG,27,SAS,18,3,174,9.7,1.1,2.6,0.426,0.6,1.5,0.37,0.6,1.1,0.5,0.532,0.5,0.5,1,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3,8.4,0,0.2,0.2,0.044,@nicolapro7,nicolapro7
Joffrey Lauvergne,\lauvejo01,http://www.basketball-reference.com/players/l/lauvejo01.html,C,25,TOT,66,1,945,14.3,2.1,4.8,0.437,0.5,1.4,0.347,1.6,3.4,0.475,0.489,0.7,1.1,0.62,1,2.6,3.6,1,0.3,0.1,0.8,1.2,5.4,12.2,0.4,1,1.4,0.071,@1JOLOLO,1JOLOLO
Joffrey Lauvergne,\lauvejo01,http://www.basketball-reference.com/players/l/lauvejo01.html,C,25,OKC,50,0,739,14.8,2.2,4.9,0.455,0.5,1.6,0.346,1.7,3.3,0.506,0.51,0.7,1.2,0.638,1,2.6,3.7,1,0.3,0.1,0.8,1.4,5.7,12.8,0.6,0.8,1.4,0.091,@1JOLOLO,1JOLOLO
Joffrey Lauvergne,\lauvejo01,http://www.basketball-reference.com/players/l/lauvejo01.html,C,25,CHI,16,1,206,12.9,1.8,4.6,0.378,0.4,1.1,0.353,1.4,3.6,0.386,0.419,0.4,0.8,0.538,1,2.4,3.4,0.9,0.4,0,0.8,0.6,4.3,9.8,-0.2,0.2,0,0.001,@1JOLOLO,1JOLOLO
Zach LaVine,\lavinza01,http://www.basketball-reference.com/players/l/lavinza01.html,SG,21,MIN,47,47,1749,37.2,6.9,15.1,0.459,2.6,6.6,0.387,4.4,8.5,0.515,0.544,2.5,3,0.836,0.4,3,3.4,3,0.9,0.2,1.8,2.2,18.9,14.6,2.6,0.5,3.1,0.084,@ZachLaVine,ZachLaVine
Ty Lawson,\lawsoty01,http://www.basketball-reference.com/players/l/lawsoty01.html,PG,29,SAC,67,22,1673,25,3.3,7.5,0.448,0.5,1.7,0.284,2.9,5.7,0.497,0.481,2.4,3,0.786,0.6,1.9,2.5,4.7,1.1,0.1,1.9,1.7,9.5,14.7,1.8,1,2.7,0.078,@TyLawson3,TyLawson3
Jake Layman,\laymaja01,http://www.basketball-reference.com/players/l/laymaja01.html,SF,22,POR,32,0,181,5.7,0.6,2,0.313,0.3,1.3,0.262,0.3,0.7,0.409,0.398,0.4,0.5,0.765,0.1,0.4,0.5,0.2,0.2,0.1,0.2,0.6,2,6.7,-0.1,0.1,0,-0.012,@JLayman10,JLayman10
Courtney Lee,\leeco01,http://www.basketball-reference.com/players/l/leeco01.html,SG,31,NYK,73,70,2349,32.2,4.1,9.1,0.455,1.4,3.5,0.405,2.7,5.6,0.485,0.532,1.1,1.3,0.882,0.7,2.7,3.4,2.3,1,0.3,0.9,1.9,10.8,11.9,2.9,1,3.9,0.08,@CourtneyLee2211,CourtneyLee2211
David Lee,\leeda02,http://www.basketball-reference.com/players/l/leeda02.html,PF,33,SAS,75,10,1393,18.6,3.1,5.2,0.607,0,0,NA,3.1,5.2,0.607,0.607,1,1.4,0.709,1.8,3.7,5.5,1.6,0.4,0.5,1,1.7,7.3,18.6,3.1,2.4,5.6,0.192,@Dlee042,Dlee042
Alex Len,\lenal01,http://www.basketball-reference.com/players/l/lenal01.html,C,23,PHO,74,31,1494,20.2,3,5.9,0.5,0,0.2,0.25,2.9,5.8,0.507,0.503,1.9,2.7,0.719,2,4.6,6.5,0.6,0.5,1.3,1.3,3.1,7.9,14.9,1.1,1.6,2.8,0.09,@alexlen,alexlen
Kawhi Leonard,\leonaka01,http://www.basketball-reference.com/players/l/leonaka01.html,SF,25,SAS,71,71,2389,33.6,8.6,17.9,0.483,2,5.3,0.374,6.7,12.6,0.529,0.539,6.5,7.4,0.88,1.1,4.8,5.9,3.6,1.8,0.8,2.1,1.7,25.7,27.6,8.7,4.6,13.3,0.267,@kawhileonard,kawhileonard
Meyers Leonard,\leoname01,http://www.basketball-reference.com/players/l/leoname01.html,PF,24,POR,70,9,1106,15.8,1.9,5,0.385,1,2.8,0.344,1,2.2,0.438,0.481,0.5,0.6,0.875,0.4,2.7,3,1,0.2,0.4,0.5,2.3,5.3,9.1,0.5,0.7,1.2,0.05,@MeyersLeonard11,MeyersLeonard11
Jon Leuer,\leuerjo01,http://www.basketball-reference.com/players/l/leuerjo01.html,PF,27,DET,72,32,1899,26.4,4.3,8.8,0.486,0.7,2.3,0.294,3.6,6.5,0.552,0.524,1.3,1.5,0.879,1.4,4.1,5.5,1.5,0.4,0.4,0.9,2,10.5,14.4,2.6,2,4.6,0.116,@JonLeuer30,JonLeuer30
Caris LeVert,\leverca01,http://www.basketball-reference.com/players/l/leverca01.html,SF,22,BRK,53,22,1132,21.4,2.8,6.3,0.446,1,3.1,0.315,1.8,3.2,0.571,0.523,1.1,1.6,0.723,0.5,2.8,3.2,2,0.9,0.1,1,1.6,7.7,12,0.8,0.9,1.6,0.07,@CarisLeVert,CarisLeVert
DeAndre Liggins,\liggide01,http://www.basketball-reference.com/players/l/liggide01.html,SG,28,CLE,60,19,750,12.5,0.9,2.3,0.382,0.3,0.8,0.378,0.6,1.5,0.385,0.445,0.4,0.6,0.622,0.3,1.4,1.7,0.9,0.8,0.2,0.7,1.3,2.4,7.2,-0.5,0.9,0.4,0.026,@Dreliggs34,Dreliggs34
Damian Lillard,\lillada01,http://www.basketball-reference.com/players/l/lillada01.html,PG,26,POR,73,73,2615,35.8,8.7,19.6,0.444,2.8,7.6,0.368,5.9,12,0.492,0.515,6.4,7.2,0.895,0.6,4.2,4.8,5.8,0.9,0.3,2.6,2.1,26.6,23.7,8.3,1.3,9.6,0.177,@Dame_Lillard,Dame_Lillard
Jeremy Lin,\linje01,http://www.basketball-reference.com/players/l/linje01.html,PG,28,BRK,33,30,789,23.9,4.7,10.8,0.437,1.5,4.2,0.355,3.2,6.6,0.489,0.506,2.8,3.5,0.793,0.2,3.2,3.4,5.2,1.1,0.4,2.5,2.1,13.7,18.2,0.8,0.7,1.6,0.095,@JLin7,JLin7
Shaun Livingston,\livinsh01,http://www.basketball-reference.com/players/l/livinsh01.html,PG,31,GSW,73,2,1284,17.6,2.2,4.1,0.548,0,0,0.333,2.2,4.1,0.551,0.55,0.6,0.8,0.7,0.4,1.6,2,1.7,0.5,0.3,0.8,1.6,5.1,9.9,1,1.5,2.4,0.091,@ShaunLivingston,ShaunLivingston
Shawn Long,\longsh01,http://www.basketball-reference.com/players/l/longsh01.html,C,24,PHI,15,0,198,13.2,3.6,5.6,0.643,0.5,0.9,0.538,3.1,4.7,0.662,0.685,1.3,2.3,0.543,1.9,2.3,4.3,0.8,0.5,0.6,0.8,2.8,8.9,26.8,0.7,0.3,1,0.238,@shawnlong21,shawnlong21
Kevon Looney,\looneke01,http://www.basketball-reference.com/players/l/looneke01.html,C,20,GSW,53,4,447,8.4,1.1,2,0.523,0,0.2,0.222,1,1.8,0.551,0.533,0.4,0.6,0.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5,13.4,0.7,0.8,1.4,0.153,@Loon_Rebel5,Loon_Rebel5
Brook Lopez,\lopezbr01,http://www.basketball-reference.com/players/l/lopezbr01.html,C,28,BRK,72,72,2125,29.5,7.4,15.6,0.476,1.8,5.2,0.356,5.6,10.5,0.534,0.534,4,4.9,0.814,1.6,3.8,5.4,2.4,0.5,1.7,2.5,2.6,20.7,20.9,3.2,1.8,5,0.113,NA,NA
Robin Lopez,\lopezro01,http://www.basketball-reference.com/players/l/lopezro01.html,C,28,CHI,77,77,2160,28.1,4.7,9.5,0.491,0,0,0,4.7,9.5,0.492,0.491,0.9,1.2,0.713,3,3.3,6.4,1,0.2,1.5,1.1,1.9,10.2,14.4,1.8,2,3.8,0.084,@rolopez42,rolopez42
Kevin Love,\loveke01,http://www.basketball-reference.com/players/l/loveke01.html,PF,28,CLE,57,57,1771,31.1,6.2,14.4,0.43,2.5,6.5,0.38,3.7,7.9,0.471,0.516,4.3,5,0.873,2.5,8.5,11,1.9,0.9,0.4,2,1.9,19.1,21.8,4,2.3,6.4,0.173,@kevinlove,kevinlove
Kyle Lowry,\lowryky01,http://www.basketball-reference.com/players/l/lowryky01.html,PG,30,TOR,57,57,2153,37.8,7.2,15.5,0.465,3.3,7.9,0.416,3.9,7.7,0.515,0.571,5.1,6.2,0.829,0.8,3.9,4.8,6.9,1.5,0.3,2.8,2.9,22.8,23.1,7.8,2,9.9,0.22,@Klow7,Klow7
John Lucas III,\lucasjo02,http://www.basketball-reference.com/players/l/lucasjo02.html,PG,34,MIN,5,0,11,2.2,0.2,0.8,0.25,0,0.2,0,0.2,0.6,0.333,0.25,0,0,NA,0,0,0,0.2,0.4,0,0,0,0.4,9.2,0,0,0,-0.03,@Luke1luk,Luke1luk
Timothe Luwawu-Cabarrot,\luwawti01,http://www.basketball-reference.com/players/l/luwawti01.html,SF,21,PHI,65,15,1061,16.3,1.9,4.8,0.393,0.6,2.2,0.3,1.2,2.7,0.468,0.46,1.4,1.6,0.84,0.3,1.7,2.1,1,0.4,0.2,1,2.2,5.8,7.4,-0.3,0.7,0.5,0.021,NA,NA
Trey Lyles,\lylestr01,http://www.basketball-reference.com/players/l/lylestr01.html,PF,21,UTA,69,4,1144,16.6,2.3,6.3,0.364,0.9,2.9,0.315,1.4,3.3,0.407,0.438,0.8,1.1,0.72,0.7,2.7,3.3,1,0.4,0.3,0.9,1.4,6.3,10,-0.8,1.7,0.8,0.035,@TreyMambaLyles,TreyMambaLyles
Shelvin Mack,\macksh01,http://www.basketball-reference.com/players/m/macksh01.html,PG,26,UTA,51,9,1092,21.4,3,6.8,0.448,0.7,2.1,0.315,2.4,4.7,0.508,0.497,0.9,1.3,0.706,0.3,1.9,2.2,2.7,0.8,0,1.7,1.8,7.7,10.8,-0.1,1.4,1.2,0.055,@ShelvinMack,ShelvinMack
Ian Mahinmi,\mahinia01,http://www.basketball-reference.com/players/m/mahinia01.html,C,30,WAS,28,0,496,17.7,2,3.5,0.566,0,0,NA,2,3.5,0.566,0.566,1.4,2.5,0.58,1.5,3,4.5,0.6,1.1,0.6,1.1,2.9,5.4,13.3,0.4,0.8,1.2,0.112,@ianmahinmi,ianmahinmi
Thon Maker,\makerth01,http://www.basketball-reference.com/players/m/makerth01.html,PF,19,MIL,53,30,491,9.3,1.4,3.1,0.461,0.5,1.3,0.394,0.9,1.8,0.511,0.545,0.5,0.8,0.622,0.6,1.2,1.7,0.3,0.2,0.4,0.2,1.4,3.9,14.2,0.7,0.4,1.2,0.113,@ThonMaker14,ThonMaker14
Boban Marjanovic,\marjabo01,http://www.basketball-reference.com/players/m/marjabo01.html,C,28,DET,31,0,202,6.5,1.5,2.8,0.523,0,0,NA,1.5,2.8,0.523,0.523,1.2,1.5,0.8,1,1.9,2.9,0.2,0.1,0.3,0.2,0.5,4.1,28.6,0.8,0.3,1.1,0.269,NA,NA
